timestamp,total_memory
1776236400,174896
1776236406,198097
1776236412,221298
1776236418,244498
1776236424,267699
1776236430,290900
1776236436,311312
1776236442,331723
1776236448,352135
1776236454,372546
1776236460,392958
1776236466,374325
1776236472,355692
1776236478,337059
1776236484,318426
1776236490,299793
1776236496,317479
1776236502,335165
1776236508,352850
1776236514,370536
1776236520,388222
1776236526,388808
1776236532,389394
1776236538,389980
1776236544,390566
1776236550,391152
1776236556,373490
1776236562,355828
1776236568,338167
1776236574,320505
1776236580,302843
1776236586,319952
1776236592,337061
1776236598,354169
1776236604,371278
1776236610,388387
1776236616,389631
1776236622,390875
1776236628,392119
1776236634,393363
1776236640,394607
1776236646,377473
1776236652,360338
1776236658,343204
1776236664,326069
1776236670,308935
1776236676,325256
1776236682,341577
1776236688,357897
1776236694,374218
1776236700,390539
1776236706,374265
1776236712,357992
1776236718,341718
1776236724,325445
1776236730,309171
1776236736,310515
1776236742,311860
1776236748,313204
1776236754,314549
1776236760,315893
1776236766,330594
1776236772,345295
1776236778,359995
1776236784,374696
1776236790,389397
1776236796,373453
1776236802,357508
1776236808,341564
1776236814,325619
1776236820,309675
1776236826,326272
1776236832,342869
1776236838,359465
1776236844,376062
1776236850,392659
1776236856,393502
1776236862,394345
1776236868,395188
1776236874,396031
1776236880,396874
1776236886,379817
1776236892,362760
1776236898,345702
1776236904,328645
1776236910,311588
1776236916,327453
1776236922,343318
1776236928,359182
1776236934,375047
1776236940,390912
1776236946,392889
1776236952,394866
1776236958,396842
1776236964,398819
1776236970,400796
1776236976,383398
1776236982,366001
1776236988,348603
1776236994,331206
1776237000,313808
1776237006,329599
1776237012,345390
1776237018,361181
1776237024,376972
1776237030,392763
1776237036,375928
1776237042,359093
1776237048,342257
1776237054,325422
1776237060,308587
1776237066,311599
1776237072,314610
1776237078,317622
1776237084,320633
1776237090,323645
1776237096,337919
1776237102,352192
1776237108,366466
1776237114,380739
1776237120,395013
1776237126,379383
1776237132,363753
1776237138,348123
1776237144,332493
1776237150,316863
1776237156,333429
1776237162,349994
1776237168,366560
1776237174,383125
1776237180,399691
1776237186,399972
1776237192,400254
1776237198,400535
1776237204,400817
1776237210,401098
1776237216,384495
1776237222,367891
1776237228,351288
1776237234,334684
1776237240,318081
1776237246,334042
1776237252,350003
1776237258,365965
1776237264,381926
1776237270,397887
1776237276,380875
1776237282,363863
1776237288,346851
1776237294,329839
1776237300,312827
1776237306,314966
1776237312,317105
1776237318,319244
1776237324,321383
1776237330,323522
1776237336,337868
1776237342,352215
1776237348,366561
1776237354,380908
1776237360,395254
1776237366,379447
1776237372,363640
1776237378,347832
1776237384,332025
1776237390,316218
1776237396,319727
1776237402,323235
1776237408,326744
1776237414,330252
1776237420,333761
1776237426,347083
1776237432,360404
1776237438,373726
1776237444,387047
1776237450,400369
1776237456,383992
1776237462,367615
1776237468,351238
1776237474,334861
1776237480,318484
1776237486,332021
1776237492,345557
1776237498,359094
1776237504,372630
1776237510,386167
1776237516,389008
1776237522,391849
1776237528,394689
1776237534,397530
1776237540,400371
1776237546,384257
1776237552,368143
1776237558,352029
1776237564,335915
1776237570,319801
1776237576,335156
1776237582,350511
1776237588,365867
1776237594,381222
1776237600,396577
1776237606,381148
1776237612,365719
1776237618,350291
1776237624,334862
1776237630,319433
1776237636,321203
1776237642,322974
1776237648,324744
1776237654,326515
1776237660,328285
1776237666,342826
1776237672,357367
1776237678,371907
1776237684,386448
1776237690,400989
1776237696,384962
1776237702,368935
1776237708,352907
1776237714,336880
1776237720,320853
1776237726,337027
1776237732,353202
1776237738,369376
1776237744,385551
1776237750,401725
1776237756,402963
1776237762,404200
1776237768,405438
1776237774,406675
1776237780,407913
1776237786,391128
1776237792,374343
1776237798,357559
1776237804,340774
1776237810,323989
1776237816,339700
1776237822,355411
1776237828,371123
1776237834,386834
1776237840,402545
1776237846,403262
1776237852,403979
1776237858,404695
1776237864,405412
1776237870,406129
1776237876,389847
1776237882,373566
1776237888,357284
1776237894,341003
1776237900,324721
1776237906,339946
1776237912,355171
1776237918,370395
1776237924,385620
1776237930,400845
1776237936,385614
1776237942,370383
1776237948,355152
1776237954,339921
1776237960,324690
1776237966,326042
1776237972,327394
1776237978,328746
1776237984,330098
1776237990,331450
1776237996,345601
1776238002,359752
1776238008,373903
1776238014,388054
1776238020,402205
1776238026,386708
1776238032,371211
1776238038,355715
1776238044,340218
1776238050,324721
1776238056,341321
1776238062,357921
1776238068,374521
1776238074,391121
1776238080,407721
1776238086,410319
1776238092,412916
1776238098,415514
1776238104,418111
1776238110,420709
1776238116,401715
1776238122,382720
1776238128,363726
1776238134,344731
1776238140,325737
1776238146,342071
1776238152,358406
1776238158,374740
1776238164,391075
1776238170,407409
1776238176,391180
1776238182,374950
1776238188,358721
1776238194,342491
1776238200,326262
1776238206,327641
1776238212,329020
1776238218,330400
1776238224,331779
1776238230,333158
1776238236,348068
1776238242,362979
1776238248,377889
1776238254,392800
1776238260,407710
1776238266,391366
1776238272,375022
1776238278,358678
1776238284,342334
1776238290,325990
1776238296,327817
1776238302,329644
1776238308,331472
1776238314,333299
1776238320,335126
1776238326,349372
1776238332,363619
1776238338,377865
1776238344,392112
1776238350,406358
1776238356,390448
1776238362,374539
1776238368,358629
1776238374,342720
1776238380,326810
1776238386,342560
1776238392,358311
1776238398,374061
1776238404,389812
1776238410,405562
1776238416,406269
1776238422,406976
1776238428,407684
1776238434,408391
1776238440,409098
1776238446,392508
1776238452,375919
1776238458,359329
1776238464,342740
1776238470,326150
1776238476,342608
1776238482,359067
1776238488,375525
1776238494,391984
1776238500,408442
1776238506,392428
1776238512,376414
1776238518,360399
1776238524,344385
1776238530,328371
1776238536,329887
1776238542,331403
1776238548,332918
1776238554,334434
1776238560,335950
1776238566,350165
1776238572,364380
1776238578,378596
1776238584,392811
1776238590,407026
1776238596,391600
1776238602,376174
1776238608,360749
1776238614,345323
1776238620,329897
1776238626,346170
1776238632,362442
1776238638,378715
1776238644,394987
1776238650,411260
1776238656,409755
1776238662,408250
1776238668,406746
1776238674,405241
1776238680,403736
1776238686,388476
1776238692,373216
1776238698,357956
1776238704,342696
1776238710,327436
1776238716,344303
1776238722,361170
1776238728,378038
1776238734,394905
1776238740,411772
1776238746,413814
1776238752,415855
1776238758,417897
1776238764,419938
1776238770,421980
1776238776,404333
1776238782,386686
1776238788,369038
1776238794,351391
1776238800,333744
1776238806,349142
1776238812,364539
1776238818,379937
1776238824,395334
1776238830,410732
1776238836,395367
1776238842,380002
1776238848,364638
