timestamp,total_memory
1765785600,90684
1765785606,156018
1765785612,221352
1765785618,286687
1765785624,352021
1765785630,417355
1765785636,407778
1765785642,398201
1765785648,388624
1765785654,379047
1765785660,369470
1765785666,350802
1765785672,332133
1765785678,313465
1765785684,294796
1765785690,276128
1765785696,294175
1765785702,312222
1765785708,330270
1765785714,348317
1765785720,366364
1765785726,348553
1765785732,330742
1765785738,312930
1765785744,295119
1765785750,277308
1765785756,279296
1765785762,281284
1765785768,283271
1765785774,285259
1765785780,287247
1765785786,303301
1765785792,319354
1765785798,335408
1765785804,351461
1765785810,367515
1765785816,350817
1765785822,334118
1765785828,317420
1765785834,300721
1765785840,284023
1765785846,285140
1765785852,286257
1765785858,287373
1765785864,288490
1765785870,289607
1765785876,304901
1765785882,320194
1765785888,335488
1765785894,350781
1765785900,366075
1765785906,349257
1765785912,332440
1765785918,315622
1765785924,298805
1765785930,281987
1765785936,298805
1765785942,315622
1765785948,332440
1765785954,349257
1765785960,366075
1765785966,367138
1765785972,368201
1765785978,369264
1765785984,370327
1765785990,371390
1765785996,354115
1765786002,336839
1765786008,319564
1765786014,302288
1765786020,285013
1765786026,301352
1765786032,317690
1765786038,334029
1765786044,350367
1765786050,366706
1765786056,369036
1765786062,371365
1765786068,373695
1765786074,376024
1765786080,378354
1765786086,359609
1765786092,340864
1765786098,322120
1765786104,303375
1765786110,284630
1765786116,300942
1765786122,317254
1765786128,333565
1765786134,349877
1765786140,366189
1765786146,350143
1765786152,334098
1765786158,318052
1765786164,302007
1765786170,285961
1765786176,287820
1765786182,289679
1765786188,291537
1765786194,293396
1765786200,295255
1765786206,309830
1765786212,324404
1765786218,338979
1765786224,353553
1765786230,368128
1765786236,351910
1765786242,335691
1765786248,319473
1765786254,303254
1765786260,287036
1765786266,303706
1765786272,320375
1765786278,337045
1765786284,353714
1765786290,370384
1765786296,371061
1765786302,371738
1765786308,372414
1765786314,373091
1765786320,373768
1765786326,357057
1765786332,340346
1765786338,323634
1765786344,306923
1765786350,290212
1765786356,306058
1765786362,321905
1765786368,337751
1765786374,353598
1765786380,369444
1765786386,371540
1765786392,373636
1765786398,375732
1765786404,377828
1765786410,379924
1765786416,362243
1765786422,344562
1765786428,326881
1765786434,309200
1765786440,291519
1765786446,307735
1765786452,323951
1765786458,340167
1765786464,356383
1765786470,372599
1765786476,356538
1765786482,340477
1765786488,324417
1765786494,308356
1765786500,292295
1765786506,293993
1765786512,295690
1765786518,297388
1765786524,299085
1765786530,300783
1765786536,315917
1765786542,331050
1765786548,346184
1765786554,361317
1765786560,376451
1765786566,359009
1765786572,341568
1765786578,324126
1765786584,306685
1765786590,289243
1765786596,305884
1765786602,322525
1765786608,339165
1765786614,355806
1765786620,372447
1765786626,373945
1765786632,375444
1765786638,376942
1765786644,378441
1765786650,379939
1765786656,362670
1765786662,345401
1765786668,328132
1765786674,310863
1765786680,293594
1765786686,311586
1765786692,329578
1765786698,347570
1765786704,365562
1765786710,383554
1765786716,383219
1765786722,382884
1765786728,382550
1765786734,382215
1765786740,381880
1765786746,364738
1765786752,347595
1765786758,330453
1765786764,313310
1765786770,296168
1765786776,311768
1765786782,327368
1765786788,342969
1765786794,358569
1765786800,374169
1765786806,358622
1765786812,343075
1765786818,327529
1765786824,311982
1765786830,296435
1765786836,298234
1765786842,300033
1765786848,301833
1765786854,303632
1765786860,305431
1765786866,320176
1765786872,334921
1765786878,349665
1765786884,364410
1765786890,379155
1765786896,362978
1765786902,346801
1765786908,330625
1765786914,314448
1765786920,298271
1765786926,314217
1765786932,330163
1765786938,346110
1765786944,362056
1765786950,378002
1765786956,378662
1765786962,379322
1765786968,379982
1765786974,380642
1765786980,381302
1765786986,365003
1765786992,348704
1765786998,332404
1765787004,316105
1765787010,299806
1765787016,315333
1765787022,330860
1765787028,346388
1765787034,361915
1765787040,377442
1765787046,379284
1765787052,381127
1765787058,382969
1765787064,384812
1765787070,386654
1765787076,369272
1765787082,351891
1765787088,334509
1765787094,317128
1765787100,299746
1765787106,316254
1765787112,332762
1765787118,349270
1765787124,365778
1765787130,382286
1765787136,365838
1765787142,349390
1765787148,332942
1765787154,316494
1765787160,300046
1765787166,301488
1765787172,302929
1765787178,304371
1765787184,305812
1765787190,307254
1765787196,321849
1765787202,336444
1765787208,351040
1765787214,365635
1765787220,380230
1765787226,364356
1765787232,348481
1765787238,332607
1765787244,316732
1765787250,300858
1765787256,317389
1765787262,333919
1765787268,350450
1765787274,366980
1765787280,383511
1765787286,383683
1765787292,383855
1765787298,384026
