timestamp,total_memory
1756710000,203942
1756710006,255564
1756710012,307185
1756710018,358807
1756710024,410428
1756710030,462050
1756710036,442573
1756710042,423096
1756710048,403618
1756710054,384141
1756710060,364664
1756710066,345753
1756710072,326842
1756710078,307932
1756710084,289021
1756710090,270110
1756710096,292963
1756710102,315816
1756710108,338668
1756710114,361521
1756710120,384374
1756710126,362109
1756710132,339844
1756710138,317579
1756710144,295314
1756710150,273049
1756710156,274052
1756710162,275055
1756710168,276059
1756710174,277062
1756710180,278065
1756710186,294669
1756710192,311273
1756710198,327876
1756710204,344480
1756710210,361084
1756710216,343022
1756710222,324959
1756710228,306897
1756710234,288834
1756710240,270772
1756710246,288485
1756710252,306198
1756710258,323911
1756710264,341624
1756710270,359337
1756710276,359732
1756710282,360127
1756710288,360522
1756710294,360917
1756710300,361312
1756710306,343281
1756710312,325250
1756710318,307220
1756710324,289189
1756710330,271158
1756710336,293974
1756710342,316790
1756710348,339606
1756710354,362422
1756710360,385238
1756710366,385778
1756710372,386319
1756710378,386859
1756710384,387400
1756710390,387940
1756710396,365408
1756710402,342875
1756710408,320343
1756710414,297810
1756710420,275278
1756710426,292956
1756710432,310633
1756710438,328311
1756710444,345988
1756710450,363666
1756710456,345323
1756710462,326981
1756710468,308638
1756710474,290296
1756710480,271953
1756710486,274679
1756710492,277404
1756710498,280130
1756710504,282855
1756710510,285581
1756710516,300963
1756710522,316344
1756710528,331726
1756710534,347107
1756710540,362489
1756710546,344932
1756710552,327374
1756710558,309817
1756710564,292259
1756710570,274702
1756710576,297452
1756710582,320203
1756710588,342953
1756710594,365704
1756710600,388454
1756710606,384540
1756710612,380626
1756710618,376711
1756710624,372797
1756710630,368883
1756710636,351576
1756710642,334269
1756710648,316963
1756710654,299656
1756710660,282349
1756710666,298949
1756710672,315549
1756710678,332149
1756710684,348749
1756710690,365349
1756710696,347583
1756710702,329816
1756710708,312050
1756710714,294283
1756710720,276517
1756710726,278326
1756710732,280134
1756710738,281943
1756710744,283751
1756710750,285560
1756710756,301939
1756710762,318318
1756710768,334698
1756710774,351077
1756710780,367456
1756710786,349541
1756710792,331626
1756710798,313710
1756710804,295795
1756710810,277880
1756710816,280208
1756710822,282536
1756710828,284864
1756710834,287192
1756710840,289520
1756710846,304992
1756710852,320464
1756710858,335936
1756710864,351408
1756710870,366880
1756710876,349182
1756710882,331485
1756710888,313787
1756710894,296090
1756710900,278392
1756710906,298818
1756710912,319243
1756710918,339669
1756710924,360094
1756710930,380520
1756710936,379281
1756710942,378042
1756710948,376802
1756710954,375563
1756710960,374324
1756710966,355388
1756710972,336452
1756710978,317516
1756710984,298580
1756710990,279644
1756710996,297154
1756711002,314663
1756711008,332173
1756711014,349682
1756711020,367192
1756711026,349742
1756711032,332292
1756711038,314843
1756711044,297393
1756711050,279943
1756711056,282460
1756711062,284977
1756711068,287493
1756711074,290010
1756711080,292527
1756711086,313167
1756711092,333807
1756711098,354447
1756711104,375087
1756711110,395727
1756711116,372906
1756711122,350085
1756711128,327265
1756711134,304444
1756711140,281623
1756711146,303941
1756711152,326259
1756711158,348576
1756711164,370894
1756711170,393212
1756711176,389448
1756711182,385684
1756711188,381919
1756711194,378155
1756711200,374391
1756711206,356037
1756711212,337684
1756711218,319330
1756711224,300977
1756711230,282623
1756711236,300402
1756711242,318181
1756711248,335961
1756711254,353740
1756711260,371519
1756711266,373008
1756711272,374497
1756711278,375985
1756711284,377474
1756711290,378963
1756711296,360352
1756711302,341741
1756711308,323129
1756711314,304518
1756711320,285907
1756711326,302436
1756711332,318965
1756711338,335494
1756711344,352023
1756711350,368552
1756711356,351707
1756711362,334862
1756711368,318018
1756711374,301173
1756711380,284328
1756711386,286159
1756711392,287990
1756711398,289822
1756711404,291653
1756711410,293484
1756711416,309441
1756711422,325398
1756711428,341354
1756711434,357311
1756711440,373268
1756711446,356236
1756711452,339204
1756711458,322172
1756711464,305140
1756711470,288108
1756711476,310582
1756711482,333057
1756711488,355531
1756711494,378006
1756711500,400480
1756711506,394039
1756711512,387597
1756711518,381156
1756711524,374714
1756711530,368273
1756711536,351839
1756711542,335404
1756711548,318970
